Trip Energy Consumption,Vehicle ID,Trip Distance,Time of Day,Day of the Week,Longitude,Latitude,Speed,Current,Total Voltage,Maximum Cell Temperature of Battery,Minimum Cell Temperature of Battery,Trip Time Length
3.36,1,13,21,6,121.6035534,31.27133841,6.809210526,2.717120252,306.3039474,9.927631579,9.927631579,159
2.464,1,14,15.6,5,121.5207682,31.27979557,5.905263158,1.012646481,304.7989474,15.94736842,15,150
2.016,1,10,13.24358974,0,121.4790522,31.28404631,9.858974359,1.066681573,304.8807692,8,6.961538462,108
1.12,1,6,15,3,121.6022669,31.27635016,10.63157895,1.331593858,307.2789474,12.52631579,11.36842105,25
1.12,1,6,7.416666667,4,121.6040654,31.27712008,25,1.03334825,304.575,10,10,22
1.12,1,6,12,4,121.5951154,31.26977057,44.14285714,1.737514925,303.6875,11,10,18
2.24,1,14,15.91780822,6,121.5191112,31.28068455,5.767123288,0.483576545,307.9506849,11.97260274,11.97260274,147
2.464,1,13,20.34666667,6,121.6038517,31.27017696,2.306666667,1.760014907,305.0293333,12.93333333,11.98666667,146
1.568,1,6,8.351648352,3,121.6061229,31.27243079,9.142857143,0.657157752,303.6142857,7,6,141
1.12,1,6,8.457446809,4,121.6058327,31.27280649,9.053191489,1.196823447,308.5946809,9.989361702,8.925531915,145
3.36,1,21,15.38372093,4,121.5960739,31.27274298,55.19767442,1.63722427,307.0093023,14.65116279,13.73255814,161
0.896,1,6,17.45454545,4,121.5900616,31.27112024,6.121212121,0.481833079,305.3151515,15,15,74
2.688,1,15,16.0125,6,121.5247928,31.2787068,10.1875,1.28751488,303.88,18.9375,16.9375,165
2.688,1,14,20.0625,6,121.6044177,31.27167773,5.125,1.396265009,301.245,17,16,150
1.344,1,6,8.358208955,0,121.6067396,31.27199794,5.671641791,1.159716412,308.9283582,14,11,131
2.24,1,13,10.1,0,121.5325888,31.22637987,16.26666667,2.476681547,308.18,12.96666667,10.96666667,68
1.568,1,9,11,0,121.5857964,31.25715382,46.45454545,2.5727422,306.8454545,13,11.81818182,25
1.12,1,6,8.247311828,1,121.6060772,31.27241845,4.52688172,2.290337482,302.9580645,7.913978495,6.892473118,136
2.016,1,11,12.58490566,2,121.5804957,31.27064751,6.132075472,1.63586396,307.0981132,11.96226415,11.96226415,124
1.344,1,7,8.439393939,3,121.6064044,31.27211003,10.10606061,0.834863388,304.0924242,12,12,144
3.808,1,21,10.2173913,5,121.5751319,31.20754678,30.52173913,1.978275827,311.2,19.56521739,18.56521739,65
2.688,1,12,8.931818182,1,121.5672604,31.33368473,15.13636364,2.970469477,303.7090909,14,13.81818182,65
2.688,1,10,10,1,121.600472,31.28256343,0,2.242872071,302.6,14.85714286,13.85714286,20
3.584,1,7,20,1,121.5975916,31.26952177,27.92307692,13.10001514,301.9230769,13,11.61538462,30
1.792,1,6,8.4375,2,121.6065208,31.271808,3.84375,1.000014903,308.4614583,11,9.947916667,142
1.792,1,10,13.68,2,121.5586083,31.21301856,9.28,1.340014912,307.956,10,9,57
1.344,1,7,14,2,121.588194,31.254821,61.41666667,3.6916815,306.2083333,10.75,10,29
1.568,1,6,8.607142857,3,121.6068026,31.27199789,8.535714286,0.475014905,308.3678571,8.928571429,7,143
3.36,1,15,12.09589041,3,121.5112843,31.30023359,5.383561644,0.694535448,307.2082192,8.97260274,7.97260274,148
2.688,1,13,16.59090909,3,121.5900713,31.27135597,3.443181818,1.238651361,304.2409091,10.98863636,10.97727273,148
2.24,1,8,21.32758621,3,121.6053963,31.27121783,20.48275862,7.829325345,301.0448276,10,9,89
3.584,1,19,8.75,4,121.6247152,31.32478981,17.78125,1.928139944,307.2875,10.65625,8.84375,114
1.792,1,10,10,4,121.6070328,31.2980962,35.3,-0.06998509,306.69,10.7,9.7,24
2.016,1,10,13.83333333,4,121.5375564,31.27695844,39,1.194459311,304.0444444,11.83333333,11.66666667,53
2.464,1,14,14.72727273,4,121.5721279,31.27283818,29.81818182,0.709105827,303.8727273,12.72727273,12.54545455,35
1.344,1,8,10.96296296,5,121.6053418,31.27176707,0.259259259,0.462977865,308.0333333,10,9.925925926,141
1.344,1,7,15.44155844,5,121.605074,31.27148792,8.896103896,0.837677242,307.1948052,11.94805195,11.90909091,149
2.464,1,15,15.9375,6,121.5230736,31.28049073,14.859375,1.285952406,307.840625,16.796875,15.9375,159
2.24,1,13,20.140625,6,121.5999887,31.27196248,8.359375,2.42814003,305.3859375,16,16,154
3.584,1,20,20.46666667,5,121.5858312,31.28100776,5.973333333,1.742681628,305.2133333,17.73333333,16.88,194
1.12,1,6,11.19298246,6,121.5907525,31.27199442,13.40350877,0.682471049,303.9298246,12.96491228,12,149
1.344,1,7,14,4,121.547409,31.2461785,17.3125,1.325014894,302.8375,16.9375,15.9375,42
1.568,1,9,15.59649123,4,121.6054246,31.26985642,5.736842105,0.73510264,301.2649123,18.98245614,17.92982456,145
2.24,1,14,18.21538462,5,121.5238028,31.29912849,11.2,0.518476445,305.4984615,21,20,177
0.896,1,6,21.58730159,5,121.6058411,31.27100517,10.14285714,1.415887973,304.6380952,22,21,146
1.12,1,8,16.42105263,6,121.5727303,31.26098784,2.447368421,1.578962274,306.0605263,23,22.94736842,91
1.12,1,6,17.45454545,3,121.6001682,31.27231236,27.27272727,-0.154530545,306.8181818,21,20,32
6.272,1,20,13.71014493,5,121.5291238,31.23486877,12.28985507,3.139145367,305.2797101,18.86956522,17.86956522,208
2.016,1,12,21.171875,5,121.6011647,31.26863038,6.703125,1.704702404,303.9984375,17,17,149
1.12,1,7,13.54285714,6,121.6051435,31.27230103,23.2,1.020014962,303.6085714,16,16,88
2.24,1,14,15,6,121.5580796,31.28055064,32.28571429,1.442872121,303.2785714,17.42857143,16.57142857,48
2.464,1,13,20.08333333,6,121.5980085,31.27227117,15.05555556,0.85834824,300.3236111,19.84722222,18.88888889,156
2.464,1,14,16.73333333,4,121.5440499,31.2767686,15.86666667,2.800014933,304.2333333,23.73333333,22,53
2.016,1,14,19.31707317,4,121.5985481,31.27122444,32.31707317,1.702454,302.4536585,24,23,145
2.016,1,13,21.94915254,5,121.6044221,31.27254708,0.457627119,0.913574259,307.7135593,24,23,140
1.792,1,13,16.84745763,0,121.5199878,31.28020088,8.440677966,0.233913186,305.5237288,23,22.93220339,154
0.896,1,6,20.53125,0,121.6059946,31.27068431,5,0.671889903,304.9640625,23,23,133
1.12,1,6,8.511111111,2,121.6107053,31.26983507,0.4,2.015570549,303.5422222,21,20,136
0.896,1,6,8.333333333,3,121.607204,31.26031657,27.14285714,1.552395857,302.847619,23,23,67
1.344,1,6,8.452830189,4,121.6058653,31.27085928,11.88679245,0.305675281,309.5283019,25,24,141
2.24,1,15,15.87037037,6,121.5234262,31.28123174,7.296296296,0.461126011,304.7574074,18,17.92592593,157
2.24,1,14,20.33823529,6,121.601106,31.27189303,7.573529412,1.147073817,304.5191176,18,18,157
1.568,1,7,18.5625,0,121.6015567,31.27042681,6.09375,1.493764936,303.2625,19,18,92
1.568,1,11,15.7027027,4,121.5962784,31.27027778,0,0.602717603,302.7702703,21,21,96
1.344,1,6,8.184210526,2,121.6000411,31.27089766,31.92105263,3.668435921,310.0868421,24,23,143
1.568,1,11,16.22727273,2,121.5966593,31.27048818,7.909090909,3.000014995,308.0772727,26,26,66
1.344,1,10,12.875,3,121.5308242,31.23396479,1.208333333,0.733348238,305.4833333,23,23,75
1.792,1,12,14,3,121.5232904,31.264183,0,0.5000149,305.18,24,23.4,46
1.568,1,10,15.65217391,3,121.5969518,31.26995287,10.34782609,0.686971426,304.6847826,25,24,137
1.568,1,10,14.77464789,4,121.5146549,31.27760283,6.408450704,2.698606466,308.9338028,23.97183099,23,150
1.792,1,13,17,4,121.5793938,31.26350073,53.81818182,4.054560391,307.5545455,24,23.81818182,37
1.568,1,6,12.43333333,5,121.602701,31.2751448,24.96666667,6.283348237,303.9166667,20,20,50
2.464,1,16,15.76923077,6,121.5310812,31.27896004,11.74358974,0.923091828,303.5384615,22.87179487,21.88461538,143
2.016,1,15,20.31707317,6,121.6072093,31.2699042,9.073170732,1.791478355,301.052439,23.96341463,23,151
0.896,1,6,8.166666667,2,121.5997642,31.26971957,9.37037037,1.28334822,305.1796296,21,21,135
1.568,1,9,12,2,121.5574691,31.27336405,8.684210526,2.968435992,304.7947368,24.86842105,23,88
1.12,1,6,14.7,3,121.5972195,31.2748977,46.9,1.0800149,308.92,25,25,28
1.12,1,6,8.253968254,4,121.5998483,31.27137456,11.68253968,1.709538716,307.2253968,22,22,148
1.568,1,10,12.50877193,6,121.5652285,31.2159713,13.10526316,3.570190432,304.8964912,22,22,123
1.792,1,11,16.31428571,6,121.6045696,31.26894061,0,0.490014902,304.21,22,22,153
2.016,1,12,10,1,121.56968,31.2429928,2.8,0.92001488,307.28,23,22.4,29
1.792,1,10,11.94827586,1,121.597105,31.26788207,0,1.263808098,305.0241379,24,23.98275862,149
4.256,1,25,13.12765957,2,121.5183037,31.28294617,31.70212766,1.219163843,302.7446809,21,20.9787234,185
1.792,1,12,16.9,2,121.5911208,31.2668928,0,0.63001491,300.41,22.9,22.6,56
1.12,1,7,10.86666667,4,121.5964832,31.26736907,27.8,5.74668166,307.98,21,21,49
1.792,2,6,13,5,121.2152009,31.22471135,338.05,41.01001455,304.73,32,29.95,17
5.152,2,23,13.52777778,5,121.0184034,31.33765156,349.3055556,19.55279286,302.1527778,28.13888889,23.75,36
4.48,2,18,17,5,121.0179289,31.33353844,341.6153846,11.41539972,307.0769231,32.35897436,28.53846154,30
2.016,2,10,17.62857143,5,121.1796013,31.27592243,417.8,9.885729571,303.4828571,28.57142857,23.45714286,24
1.344,2,7,10.02777778,6,121.259491,31.01141489,266.3055556,32.16668081,304.7722222,32,31.77777778,20
1.12,2,6,12,3,121.4109183,31.20621533,571.3333333,36.00001333,302.5333333,32,30,8
2.016,2,10,8.340206186,5,121.3331177,31.08562648,81.59793814,6.778365514,307.9690722,29.46391753,25.56701031,78
2.464,2,16,9.095890411,6,121.2508599,30.94516062,80.09589041,3.880836959,305.9835616,28.95890411,28.80821918,149
0.896,2,7,12.54545455,3,121.4450772,31.17675918,521.4545455,-0.663621564,305.0090909,31,31,18
0.896,2,6,13.5,4,121.2645103,30.93914892,317,38.40834958,306.6,30,30,26
1.12,2,7,7,5,121.2319149,31.0646299,428.137931,50.70691298,308.8,28,27.27586207,16
3.136,2,23,8.074074074,5,121.1807386,31.25657023,117.9259259,2.05239583,308.3550265,28.96825397,28,110
3.36,2,27,11.26415094,5,121.0153581,31.37506427,208.8396226,5.615109177,305.6103774,29.6509434,29,70
0.896,2,8,12,5,120.9742671,31.43500961,180.1842105,11.96843639,304.6368421,30,30,26
1.792,2,13,12.56140351,5,120.9742646,31.40037784,223.0701754,9.029839632,304.4122807,30.21052632,30,34
1.344,2,6,15,5,120.9727084,31.34568079,357.9285714,24.39287206,307.6285714,32.5,29.85714286,16
2.24,2,16,8.14453125,6,121.2522528,30.94390187,402.1679688,23.69142212,307.8691406,29,28,145
0.896,2,6,18.42405063,1,121.2567276,31.01574656,571.4303797,-17.55441544,308.3670886,28.97468354,28.96202532,132
3.36,2,18,6,3,121.3228939,31.08306262,440.9365079,22.21271282,307.8888889,28,27,35
0.896,2,7,14,3,121.4693824,31.23583571,285.6470588,16.70589737,305.8705882,30,30,28
0.896,2,6,16.85611511,1,121.2551658,30.93141798,225.1654676,-1.874805161,305.4633094,29,28,107
0.672,2,6,15,3,121.2607613,30.98773513,364.0625,13.21251471,306.63125,31,31,11
0.672,2,6,16,2,121.2607696,30.94839014,565.6857143,17.72573013,301.4057143,26,26,24
3.36,2,18,6,3,121.3124189,31.07712939,400.8888889,13.98890403,308.4666667,28,26,35
1.12,2,8,13,3,121.4352008,31.21640833,371.5833333,26.88751616,303.4875,28,27.95833333,14
1.344,2,9,13,3,121.4162824,31.16409815,539.5384615,17.17309077,303.5038462,28.88461538,28,15
9.408,2,54,5.65,1,121.2605662,31.12803292,502.6666667,18.60751487,306.6983333,27.55,26.20833333,71
4.256,2,26,6.084337349,3,121.3531902,31.10230606,344.3855422,15.32170179,306.8626506,23.90361446,23.6626506,51
1.12,2,7,7,3,121.4550979,31.19220257,423.0810811,38.47028315,304.0189189,24.86486486,24,20
0.672,2,6,12.1875,3,121.273602,31.06902631,619.75,23.61251525,301.79375,27,26.5625,10
1.792,2,9,13,4,121.259157,31.0067725,330,46.47501796,303.4125,26.75,26,30
3.36,2,18,15,4,120.9967699,31.34802544,519.3703704,28.17038601,299.0037037,30.07407407,29.74074074,21
2.912,2,16,19.12,4,121.1200623,31.2937612,785.16,49.46801628,301.464,30.96,28.6,18
0.896,2,7,20,4,121.2931654,31.14308688,863.8125,65.11876825,297.13125,27,24,11
1.344,2,8,16,5,121.2981966,31.01097863,887.625,42.76251625,300.675,28,27,6
5.376,2,25,15,5,121.0471612,31.3216813,767.4418605,34.64652775,301.0976744,25.62790698,25.34883721,23
1.792,2,11,17.79166667,5,121.0029882,31.33232975,336.5,18.62084851,304.85,28,27,20
0.896,2,8,18.2,5,121.2142456,31.22309644,297.8,0.876014868,304.22,28,27,20
6.048,2,30,6.816326531,5,121.2665149,31.09554549,737.8571429,40.08981141,305.5612245,24.93877551,22.97959184,28
8.736,2,49,7.336734694,5,121.143066,31.47529948,598.877551,28.04083195,301.6091837,27.19387755,25.1122449,56
1.12,2,7,13,5,121.0279468,31.5624725,429.0555556,40.74446097,306.6,28.33333333,27,12
2.016,2,12,13,5,120.9578559,31.46754916,470.0697674,15.06048073,304.0906977,29,28,23
5.152,2,32,6,3,121.3615359,31.11445158,428.875,23.58145835,306.7216495,22.7628866,21.71134021,54
2.688,2,18,12.63736264,4,121.2460353,30.9441646,255.989011,-0.797787415,308.5906593,25,23.92857143,153
2.912,2,17,15.14932127,4,121.236544,31.03200801,73.46153846,3.92987931,307.4579186,26.80995475,25.92307692,161
1.344,2,7,13,5,121.2316,31.06902546,431.1666667,35.92501397,305.7916667,24,23.29166667,16
1.12,2,7,13,5,121.2192773,31.18223558,288.3333333,-6.662485167,308.3416667,25,24.45833333,19
1.12,2,6,13.61111111,5,121.174184,31.28129889,573.8333333,31.28890349,304.2388889,26,25.72222222,12
2.24,2,11,14,5,121.0824417,31.31098643,388.3928571,14.90358684,304.0392857,26.82142857,26.53571429,20
1.568,2,10,17.95833333,5,121.0406685,31.321495,446.125,-5.1791521,308.575,29,29,18
6.496,2,38,18.67333333,5,121.2173192,31.11862872,186.9266667,5.734681551,305.3906667,29.95333333,29,107
6.272,2,32,6.259259259,3,121.3669735,31.11798408,260.5407407,10.36445955,306.8251852,18.76296296,17.98518519,77
1.12,2,7,7.886138614,3,121.4830264,31.25300715,54.71287129,3.192589185,304.8539604,19.97029703,19,133
16.352,2,92,19.79695431,6,121.4280992,31.10356236,410.248731,14.33707092,303.2659898,18.12182741,17.39593909,133
2.688,2,17,16.15,0,121.24902,30.9605127,137.5625,2.105014949,307.9725,17.7,17.5,65
2.912,2,17,18.08333333,0,121.2353441,31.03304647,55.58333333,2.52223712,306.8229167,18.95138889,18.875,160
3.36,2,18,15.72289157,1,121.2454068,30.94771988,66.14457831,1.624111277,304.4060241,17.79518072,17.71084337,98
3.136,2,16,17.77358491,1,121.2376378,31.02842477,70.61320755,6.504731953,303.4632075,19.82075472,18.9245283,136
3.36,2,17,15.88461538,2,121.2439811,30.98510672,193.3589744,8.058989291,307.5615385,18.51282051,18.20512821,60
2.464,2,11,16.84782609,2,121.2588225,30.99473017,209.9782609,24.09131932,304.6,20,19.60869565,39
2.464,2,13,15.69354839,4,121.2471276,30.95624276,95.14516129,2.820982734,304.0370968,21.72580645,21,75
2.464,2,15,17.76712329,4,121.2402806,31.02816041,69.09589041,3.008234066,303.4136986,22.93150685,22,131
5.152,2,29,14.80434783,2,121.2566772,30.976086,281.8695652,10.35653693,298.7630435,16.76086957,16.5,69
5.152,2,26,18.39285714,2,121.2447868,31.02379244,71.53571429,5.066086462,298.825,20.85714286,20.69642857,184
6.72,2,42,7.158536585,3,121.4418899,31.21504677,159.7560976,6.87684436,307.6170732,22.75,20.83536585,205
7.616,2,47,14.02912621,3,121.2995749,31.09495866,179.592233,3.447587661,303.6757282,20.05825243,19.59223301,175
1.12,2,6,17.97560976,4,121.3064317,30.94461537,35.52439024,2.463429588,304.1012195,18,18,138
3.36,2,19,21.48,4,121.2567656,31.00308264,377.44,1.420015188,298.128,18.12,17.12,33
17.472,2,79,7.393939394,5,121.1878448,31.32076833,696.4848485,36.15516695,300.929697,22.76969697,20.79393939,79
6.72,2,35,13.22857143,5,121.0375779,31.44995226,366.4571429,12.16572887,303.2228571,23.68571429,21.25714286,59
13.216,2,69,18.03603604,5,121.1816394,31.1173588,203.7207207,12.19190696,302.8477477,26.54954955,24.63063063,177
3.136,2,18,15.11570248,1,121.2439484,30.95721095,71.70247934,3.571089284,307.5214876,16.76859504,16.74380165,141
4.704,2,15,16.83333333,1,121.2469476,31.01995474,148.4814815,18.45927421,303.0074074,17.90740741,17.53703704,72
2.688,2,8,17.85483871,2,121.2313355,31.03819984,68.0483871,4.909692365,303.0225806,16,16,87
3.136,2,18,14.89361702,4,121.2432502,30.97952049,116.1914894,10.45533385,307.3595745,16.46808511,15.5106383,64
4.032,2,22,16.05263158,4,121.2272928,31.03003416,220.3684211,9.681594084,304.8131579,17.86842105,16.86842105,58
2.912,2,10,21.74637681,4,121.2279505,31.04310391,45.28985507,3.102188847,303.7355072,17,16,141
10.304,2,62,7.816720257,5,121.0009145,31.36175591,108.0450161,3.390047016,305.1176849,19.73633441,18.76205788,236
15.68,2,74,18.11111111,5,121.1736363,31.15535991,376.8777778,18.9800154,302.7155556,22.81111111,21.93333333,121
0.896,2,6,19,5,121.2241077,31.03579109,246.7272727,5.145469573,301.3818182,24,22,12
1.792,2,9,13,5,121.2265625,31.06772379,435.4285714,30.85715783,303.0928571,10.5,9.571428571,15
8.736,2,46,13.73469388,5,121.1129296,31.27626743,377.877551,16.53266807,302.8632653,14.85714286,13.91836735,82
